date,ticker,close_price,volume,high,low,open_price,revenue,net_income,operating_income,total_assets,total_liabilities,total_equity,operating_cash_flow,free_cash_flow,profit_margin,headcount,market_cap,pe_ratio,pb_ratio,market,category,company_name,sector,industry
2023-04-26 00:00:00-04:00,AMZN,104.9800033569336,73803800,106.62000274658203,104.0999984741211,105.04000091552734,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-04-27 00:00:00-04:00,AMZN,109.81999969482422,149961200,110.86000061035156,106.80000305175781,108.16000366210938,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-04-28 00:00:00-04:00,AMZN,105.44999694824219,130565000,109.4800033569336,104.33000183105469,107.7300033569336,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-01 00:00:00-04:00,AMZN,102.05000305175781,74728100,105.2300033569336,101.81999969482422,104.94999694824219,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-02 00:00:00-04:00,AMZN,103.62999725341797,73469400,103.9000015258789,101.1500015258789,101.47000122070312,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-03 00:00:00-04:00,AMZN,103.6500015258789,65051900,105.95999908447266,103.27999877929688,103.73999786376953,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-04 00:00:00-04:00,AMZN,104.0,45345500,105.38999938964844,103.30999755859375,104.04000091552734,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-05 00:00:00-04:00,AMZN,105.66000366210938,56912900,105.76000213623047,103.55000305175781,104.2699966430664,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-08 00:00:00-04:00,AMZN,105.83000183105469,49430900,106.0999984741211,104.69999694824219,105.04000091552734,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-09 00:00:00-04:00,AMZN,106.62000274658203,44089400,106.79000091552734,105.16000366210938,105.4800033569336,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-10 00:00:00-04:00,AMZN,110.19000244140625,78627600,110.66999816894531,108.05000305175781,108.0999984741211,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-11 00:00:00-04:00,AMZN,112.18000030517578,74924800,113.27999877929688,110.48999786376953,111.02999877929688,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-12 00:00:00-04:00,AMZN,110.26000213623047,49810100,112.63999938964844,109.31999969482422,112.16000366210938,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-15 00:00:00-04:00,AMZN,111.19999694824219,53011100,112.29000091552734,109.25,111.1500015258789,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-16 00:00:00-04:00,AMZN,113.4000015258789,71472900,114.79000091552734,111.05000305175781,111.05000305175781,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-17 00:00:00-04:00,AMZN,115.5,65655200,115.83000183105469,114.22000122070312,114.88999938964844,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-18 00:00:00-04:00,AMZN,118.1500015258789,73174100,118.5999984741211,116.33999633789062,116.69000244140625,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-19 00:00:00-04:00,AMZN,116.25,54990200,118.30999755859375,115.69999694824219,118.16000366210938,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-22 00:00:00-04:00,AMZN,115.01000213623047,70741100,116.7699966430664,114.25,116.7699966430664,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-23 00:00:00-04:00,AMZN,114.98999786376953,67576300,117.13999938964844,113.77999877929688,114.2699966430664,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-24 00:00:00-04:00,AMZN,116.75,63487900,117.33999633789062,115.0199966430664,115.3499984741211,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-25 00:00:00-04:00,AMZN,115.0,66496700,116.87000274658203,114.30999755859375,116.62999725341797,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-26 00:00:00-04:00,AMZN,120.11000061035156,96779900,121.5,116.0199966430664,116.04000091552734,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-30 00:00:00-04:00,AMZN,121.66000366210938,64314800,122.91999816894531,119.86000061035156,122.37000274658203,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-05-31 00:00:00-04:00,AMZN,120.58000183105469,72800800,122.04000091552734,119.16999816894531,121.44999694824219,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-01 00:00:00-04:00,AMZN,122.7699966430664,54375100,123.48999786376953,119.93000030517578,120.69000244140625,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-02 00:00:00-04:00,AMZN,124.25,61215000,126.38999938964844,124.0199966430664,124.91999816894531,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-05 00:00:00-04:00,AMZN,125.30000305175781,47950100,125.80000305175781,123.02999877929688,123.36000061035156,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-06 00:00:00-04:00,AMZN,126.61000061035156,45695200,127.4000015258789,125.0,125.06999969482422,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-07 00:00:00-04:00,AMZN,121.2300033569336,95663300,127.37000274658203,120.62999725341797,127.01000213623047,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-08 00:00:00-04:00,AMZN,124.25,62159300,125.62999725341797,122.26000213623047,123.01000213623047,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-09 00:00:00-04:00,AMZN,123.43000030517578,51330000,125.80000305175781,123.19000244140625,124.08000183105469,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-12 00:00:00-04:00,AMZN,126.56999969482422,51338000,126.77999877929688,123.52999877929688,124.0199966430664,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-13 00:00:00-04:00,AMZN,126.66000366210938,50564800,128.41000366210938,125.18000030517578,128.1199951171875,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-14 00:00:00-04:00,AMZN,126.41999816894531,52422500,126.94999694824219,124.12000274658203,126.69999694824219,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-15 00:00:00-04:00,AMZN,127.11000061035156,60458500,127.69000244140625,124.31999969482422,125.20999908447266,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-16 00:00:00-04:00,AMZN,125.48999786376953,84188100,127.9000015258789,125.30000305175781,127.70999908447266,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-20 00:00:00-04:00,AMZN,125.77999877929688,56930100,127.25,124.5,124.97000122070312,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-21 00:00:00-04:00,AMZN,124.83000183105469,52137700,126.7300033569336,123.8499984741211,125.63999938964844,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-22 00:00:00-04:00,AMZN,130.14999389648438,90354600,130.3300018310547,125.13999938964844,125.30999755859375,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-23 00:00:00-04:00,AMZN,129.3300018310547,71855200,130.83999633789062,128.27999877929688,129.11000061035156,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-26 00:00:00-04:00,AMZN,127.33000183105469,59989300,131.49000549316406,127.0999984741211,129.3300018310547,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-27 00:00:00-04:00,AMZN,129.17999267578125,46801000,130.08999633789062,127.55000305175781,128.6300048828125,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-28 00:00:00-04:00,AMZN,129.0399932861328,52149500,131.47999572753906,128.44000244140625,128.94000244140625,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-29 00:00:00-04:00,AMZN,127.9000015258789,40761000,129.25999450683594,127.26000213623047,128.77000427246094,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-06-30 00:00:00-04:00,AMZN,130.36000061035156,54310500,131.25,128.9499969482422,129.47000122070312,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-03 00:00:00-04:00,AMZN,130.22000122070312,28264800,131.85000610351562,130.07000732421875,130.82000732421875,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-05 00:00:00-04:00,AMZN,130.3800048828125,35895400,131.39999389648438,129.63999938964844,130.24000549316406,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-06 00:00:00-04:00,AMZN,128.36000061035156,40639900,128.72999572753906,127.37000274658203,128.25,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-07 00:00:00-04:00,AMZN,129.77999877929688,41928700,130.97000122070312,128.1300048828125,128.58999633789062,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-10 00:00:00-04:00,AMZN,127.12999725341797,61889300,129.27999877929688,125.91999816894531,129.07000732421875,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-11 00:00:00-04:00,AMZN,128.77999877929688,49951500,129.77000427246094,127.3499984741211,127.75,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-12 00:00:00-04:00,AMZN,130.8000030517578,54022800,131.25999450683594,128.8300018310547,130.30999755859375,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-13 00:00:00-04:00,AMZN,134.3000030517578,61170900,134.6699981689453,132.7100067138672,134.0399932861328,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-14 00:00:00-04:00,AMZN,134.67999267578125,54388100,136.64999389648438,134.05999755859375,134.05999755859375,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-17 00:00:00-04:00,AMZN,133.55999755859375,48450200,135.6199951171875,133.2100067138672,134.55999755859375,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-18 00:00:00-04:00,AMZN,132.8300018310547,54969100,133.86000061035156,131.35000610351562,132.7100067138672,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-19 00:00:00-04:00,AMZN,135.36000061035156,54531000,135.99000549316406,132.52999877929688,133.38999938964844,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-20 00:00:00-04:00,AMZN,129.9600067138672,59820600,134.7899932861328,129.3300018310547,134.07000732421875,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-21 00:00:00-04:00,AMZN,130.0,133265000,131.3699951171875,128.4199981689453,131.33999633789062,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-24 00:00:00-04:00,AMZN,128.8000030517578,45591100,131.66000366210938,128.35000610351562,130.30999755859375,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-25 00:00:00-04:00,AMZN,129.1300048828125,39236700,129.5800018310547,128.52999877929688,129.30999755859375,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-26 00:00:00-04:00,AMZN,128.14999389648438,53910100,129.0800018310547,126.11000061035156,126.51000213623047,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-27 00:00:00-04:00,AMZN,128.25,52610700,132.6300048828125,127.79000091552734,131.0,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-28 00:00:00-04:00,AMZN,132.2100067138672,46317400,133.00999450683594,129.3300018310547,129.69000244140625,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-07-31 00:00:00-04:00,AMZN,133.67999267578125,41901500,133.8699951171875,132.3800048828125,133.1999969482422,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-01 00:00:00-04:00,AMZN,131.69000244140625,42098500,133.69000244140625,131.6199951171875,133.5500030517578,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-02 00:00:00-04:00,AMZN,128.2100067138672,51027600,130.22999572753906,126.81999969482422,130.14999389648438,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-03 00:00:00-04:00,AMZN,128.91000366210938,88585200,129.83999633789062,126.41000366210938,127.4800033569336,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-04 00:00:00-04:00,AMZN,139.57000732421875,152938700,143.6300048828125,139.32000732421875,141.05999755859375,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-07 00:00:00-04:00,AMZN,142.22000122070312,71213100,142.5399932861328,138.9499969482422,140.99000549316406,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-08 00:00:00-04:00,AMZN,139.94000244140625,51710500,140.83999633789062,138.4199981689453,140.6199951171875,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-09 00:00:00-04:00,AMZN,137.85000610351562,50017300,140.32000732421875,137.10000610351562,139.97000122070312,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-10 00:00:00-04:00,AMZN,138.55999755859375,58928400,140.41000366210938,137.49000549316406,139.07000732421875,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-11 00:00:00-04:00,AMZN,138.41000366210938,42832100,139.3300018310547,137.0,137.39999389648438,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-14 00:00:00-04:00,AMZN,140.57000732421875,47148700,140.58999633789062,137.75,138.3000030517578,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-15 00:00:00-04:00,AMZN,137.6699981689453,42781500,141.27999877929688,137.22999572753906,140.0500030517578,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-16 00:00:00-04:00,AMZN,135.07000732421875,41675900,137.27000427246094,135.00999450683594,137.19000244140625,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-17 00:00:00-04:00,AMZN,133.97999572753906,48354100,136.08999633789062,133.52999877929688,135.4600067138672,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-18 00:00:00-04:00,AMZN,133.22000122070312,48469400,134.07000732421875,131.14999389648438,131.6199951171875,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-21 00:00:00-04:00,AMZN,134.67999267578125,41442500,135.19000244140625,132.7100067138672,133.74000549316406,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-22 00:00:00-04:00,AMZN,134.25,32935100,135.64999389648438,133.72999572753906,135.0800018310547,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-23 00:00:00-04:00,AMZN,135.52000427246094,42801000,135.9499969482422,133.22000122070312,134.5,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
2023-08-24 00:00:00-04:00,AMZN,131.83999633789062,43646300,136.77999877929688,131.8300018310547,136.39999389648438,637959000000.0,59248000000.0,68593000000.0,624894000000.0,,,115877000000.0,32878000000.0,0.1014,1560000,2271166332928,34.84202,7.42297,sp500,top_performers,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
